,gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,date2,time,dragon_control,baron_control
30706,6209-7831,complete,https://lpl.qq.com/es/stats.shtml?bmid=6209,LPL,2020,Summer,0,2020-06-09 12:55:00,2,10.11,100,Blue,team,,Top Esports,,Kalista,Aphelios,Thresh,Vayne,Kai'Sa,1662,1,27,12,60,27,12,5.0,0.0,0.0,0.0,1.0,,,,0.9747,1.4079,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,2.0,0.0,70076,2529.8195,,2610.0361,3162.4188,81,2.9242,35,1.2635,31,188.0,6.787,58503,40173,1450.2888,,54450.0,0.270524,,,201,104,37,,17076.0,17161.0,298.0,15765.0,16681.0,253.0,1311.0,480.0,45.0,27836.0,28178.0,450.0,24825.0,26160.0,381.0,3011.0,2018.0,69.0,2020-06-09,12:55:00,1.0,1.0
30970,6211-7844,complete,https://lpl.qq.com/es/stats.shtml?bmid=6211,LPL,2020,Summer,0,2020-06-10 10:59:00,1,10.11,100,Blue,team,,Suning,,Ornn,Nidalee,Kalista,Olaf,Trundle,1981,0,5,13,14,5,13,0.0,0.0,0.0,0.0,1.0,,,,0.1514,0.5452,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,7.0,1.0,1.0,0.0,1.0,56267,1704.1999,,2238.839,1761.7769,139,4.21,64,1.9384,44,281.0,8.5109,55943,34359,1040.6562,,54708.0,0.0167361,,,267,175,32,,15863.0,18074.0,333.0,15058.0,17631.0,322.0,805.0,443.0,11.0,24372.0,29012.0,527.0,23103.0,28245.0,509.0,1269.0,767.0,18.0,2020-06-10,10:59:00,0.5,0.0
30983,6211-7846,complete,https://lpl.qq.com/es/stats.shtml?bmid=6211,LPL,2020,Summer,0,2020-06-10 11:52:00,2,10.11,200,Red,team,,Suning,,Varus,Kalista,Nidalee,Yuumi,Karma,2431,0,13,23,28,13,23,0.0,0.0,0.0,0.0,0.0,,,,0.3209,0.8885,1.0,2.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,8.0,1.0,1.0,2.0,1.0,98402,2428.6796,,3638.009,3982.2871,177,4.3686,51,1.2587,50,359.0,8.8606,67932,41758,1030.6376,,67025.0,-0.045704699999999994,,,278,193,36,,15148.0,18584.0,329.0,15805.0,18489.0,310.0,-657.0,95.0,19.0,26274.0,31575.0,556.0,24530.0,28991.0,503.0,1744.0,2584.0,53.0,2020-06-10,11:52:00,0.3333333333333333,0.0
31606,ESPORTSTMNT04/1230688,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230688?gameHash=25cb7e1966cbcdb5,LEC,2020,Summer,0,2020-06-12 15:11:00,1,10.11,100,Blue,team,,G2 Esports,,Thresh,Senna,Ezreal,Ornn,Malphite,1647,1,22,5,39,22,5,4.0,0.0,0.0,0.0,1.0,,,,0.8015,0.9836,1.0,4.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,3.0,0.0,0.0,2.0,0.0,49718,1811.2204,,2368.5974,1907.3588,106,3.8616,40,1.4572,43,236.0,8.5974,53260,35083,1278.0692,,47075.0,0.135768,,660.0,210,129,25,31.694,14974.0,17293.0,305.0,14195.0,16366.0,297.0,779.0,927.0,8.0,25858.0,28004.0,458.0,22603.0,24302.0,425.0,3255.0,3702.0,33.0,2020-06-12,15:11:00,1.0,0.0
32290,ESPORTSTMNT04/1230801,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230801?gameHash=7a81b1dfd1a7fd2a,LEC,2020,Summer,0,2020-06-13 17:58:50,1,10.11,100,Blue,team,,G2 Esports,,Kalista,Trundle,Thresh,Renekton,Orianna,1966,0,4,15,10,4,15,0.0,0.0,0.0,0.0,0.0,,,,0.1221,0.5799,0.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,1.0,0.0,0.0,2.0,48616,1483.703,,2705.4629,2285.8596,108,3.296,34,1.0376,35,206.0,6.2869,51203,29772,908.6063,,49393.0,-0.130982,,865.0,203,157,15,32.5941,14446.0,16520.0,295.0,16459.0,18614.0,314.0,-2013.0,-2094.0,-19.0,23557.0,27426.0,483.0,26102.0,29546.0,508.0,-2545.0,-2120.0,-25.0,2020-06-13,17:58:50,0.2,0.0
32446,6218-7905,complete,https://lpl.qq.com/es/stats.shtml?bmid=6218,LPL,2020,Summer,0,2020-06-14 09:15:00,1,10.11,100,Blue,team,,Suning,,Ornn,Kalista,Syndra,LeBlanc,Twisted Fate,1450,0,2,12,3,2,12,0.0,0.0,0.0,0.0,0.0,,,,0.0828,0.5793,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,27225,1126.5517,,2807.4621,1735.1586,89,3.6828,18,0.7448,34,135.0,5.5862,35603,19435,804.2069,,33650.0,-0.20293699999999998,,,148,104,10,,15399.0,17864.0,312.0,17461.0,18554.0,334.0,-2062.0,-690.0,-22.0,23474.0,27394.0,485.0,28139.0,29070.0,533.0,-4665.0,-1676.0,-48.0,2020-06-14,09:15:00,0.0,0.0
32470,6218-7908,complete,https://lpl.qq.com/es/stats.shtml?bmid=6218,LPL,2020,Summer,0,2020-06-14 09:57:00,2,10.11,100,Blue,team,,Suning,,Ornn,Kalista,Syndra,LeBlanc,Orianna,2325,0,14,20,32,14,20,0.0,0.0,0.0,0.0,1.0,,,,0.3613,0.8774,0.0,1.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,7.0,0.0,1.0,1.0,1.0,78510,2026.0645,,3826.3226,3347.9484,134,3.4581,71,1.8323,53,316.0,8.1548,68523,43430,1120.7742,,66868.0,0.0294856,,,277,177,33,,16985.0,18780.0,324.0,15613.0,18559.0,342.0,1372.0,221.0,-18.0,27892.0,30234.0,539.0,25639.0,29984.0,531.0,2253.0,250.0,8.0,2020-06-14,09:57:00,0.16666666666666666,0.5
32519,6219-7911,complete,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020,Summer,0,2020-06-14 11:03:00,1,10.11,200,Red,team,,Top Esports,,Varus,Nidalee,Ezreal,Kindred,Graves,1478,1,18,6,43,18,6,4.0,0.0,0.0,0.0,1.0,,,,0.7307,0.9743,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,10.0,2.0,1.0,1.0,1.0,0.0,50632,2055.4263,,2377.8755,2209.0798,73,2.9635,33,1.3396,32,172.0,6.9824,50481,34027,1381.3396,,44550.0,0.151524,,,172,101,31,,16306.0,18810.0,329.0,14997.0,17900.0,325.0,1309.0,910.0,4.0,26022.0,30600.0,547.0,23032.0,28278.0,519.0,2990.0,2322.0,28.0,2020-06-14,11:03:00,0.5,1.0
32554,6219-7912,complete,https://lpl.qq.com/es/stats.shtml?bmid=6219,LPL,2020,Summer,0,2020-06-14 11:46:00,2,10.11,100,Blue,team,,Top Esports,,Nidalee,Kalista,Aphelios,Zoe,LeBlanc,1773,1,18,10,50,18,10,3.0,1.0,0.0,0.0,0.0,,,,0.6091,0.9475,0.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,3.0,0.0,1.0,1.0,0.0,73834,2498.6125,,2932.0474,3179.0186,79,2.6734,33,1.1168,31,201.0,6.802,57009,37546,1270.5922,,49325.0,0.029626599999999996,,,194,110,32,,15064.0,18569.0,340.0,15091.0,19165.0,353.0,-27.0,-596.0,-13.0,22965.0,29972.0,534.0,25471.0,31025.0,547.0,-2506.0,-1053.0,-13.0,2020-06-14,11:46:00,0.4,1.0
32674,ESPORTSTMNT04/1230904,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230904?gameHash=d2c992eef8b6a065,LEC,2020,Summer,0,2020-06-14 17:59:59,1,10.11,100,Blue,team,,G2 Esports,,Trundle,Azir,Ezreal,Orianna,Wukong,1738,0,4,19,10,4,19,0.0,0.0,0.0,0.0,0.0,,,,0.1381,0.794,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,2.0,34416,1188.1243,,2729.6893,2918.1473,104,3.5903,34,1.1738,37,197.0,6.8009,44868,25762,889.3671,,42825.0,-0.131748,,742.0,192,147,12,32.244,14540.0,15854.0,278.0,16128.0,17126.0,279.0,-1588.0,-1272.0,-1.0,21802.0,25522.0,468.0,25528.0,27306.0,457.0,-3726.0,-1784.0,11.0,2020-06-14,17:59:59,0.0,0.0
33034,6223-7934,partial,https://lpl.qq.com/es/stats.shtml?bmid=6223,LPL,2020,Summer,0,2020-06-16 11:06:00,1,10.11,100,Blue,team,,Top Esports,,Kalista,LeBlanc,Sett,Zoe,Wukong,2738,0,9,17,24,9,17,1.0,0.0,0.0,0.0,0.0,,,,0.1972,0.5698,0.0,1.0,5.0,,,,,,,1.0,,,1.0,2.0,0.0,0.0,1.0,3.0,1.0,7.0,10.0,1.0,0.0,0.0,3.0,109719,2404.3608,,3334.4047,3646.5888,120,2.6297,68,1.4901,47,338.0,7.4069,76725,47419,1039.1308,,72433.0,-0.0263219,,,249,158,24,,15352.0,18186.0,312.0,15991.0,17948.0,314.0,-639.0,238.0,-2.0,24998.0,29565.0,515.0,24838.0,29032.0,529.0,160.0,533.0,-14.0,2020-06-16,11:06:00,0.16666666666666666,0.25
33046,6223-7935,complete,https://lpl.qq.com/es/stats.shtml?bmid=6223,LPL,2020,Summer,0,2020-06-16 12:10:00,2,10.11,100,Blue,team,,Top Esports,,Kalista,Sett,Thresh,Ornn,Azir,1686,1,15,10,25,15,10,2.0,0.0,0.0,0.0,1.0,,,,0.5338,0.8897,1.0,4.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,3.0,0.0,0.0,1.0,0.0,55400,1971.5302,,2407.6512,2406.1922,92,3.274,29,1.032,25,190.0,6.7616,54212,35637,1268.2206,,49030.0,0.09893189999999999,,,195,116,21,,15484.0,18554.0,327.0,15700.0,19010.0,312.0,-216.0,-456.0,15.0,26067.0,30444.0,543.0,23591.0,29326.0,497.0,2476.0,1118.0,46.0,2020-06-16,12:10:00,1.0,1.0
33058,6223-7936,complete,https://lpl.qq.com/es/stats.shtml?bmid=6223,LPL,2020,Summer,0,2020-06-16 12:56:00,3,10.11,100,Blue,team,,Top Esports,,Kalista,Sett,Aphelios,LeBlanc,Kassadin,1838,1,21,16,40,21,16,3.0,2.0,1.0,0.0,0.0,,,,0.6855,1.2078,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,3.0,0.0,0.0,1.0,0.0,62065,2026.0609,,3109.9782,2751.5778,84,2.7421,57,1.8607,30,238.0,7.7693,59857,39731,1296.9859,,54485.0,0.0722245,,,184,107,29,,16200.0,18290.0,293.0,15611.0,17952.0,319.0,589.0,338.0,-26.0,26055.0,28430.0,459.0,25975.0,28816.0,486.0,80.0,-386.0,-27.0,2020-06-16,12:56:00,0.5,1.0
33299,6225-7949,complete,https://lpl.qq.com/es/stats.shtml?bmid=6225,LPL,2020,Summer,0,2020-06-17 10:59:00,1,10.11,200,Red,team,,Suning,,Varus,Kalista,Nidalee,Olaf,Jarvan IV,2043,0,3,11,10,3,11,0.0,0.0,0.0,0.0,0.0,,,,0.0881,0.4112,1.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,10.0,0.0,0.0,0.0,2.0,34051,1000.0294,,2769.5154,2555.0661,97,2.8488,54,1.5859,42,242.0,7.1072,53590,31373,921.3803,,50083.0,-0.09828839999999998,,,208,153,5,,14013.0,17247.0,298.0,15821.0,18595.0,322.0,-1808.0,-1348.0,-24.0,22654.0,27792.0,481.0,24689.0,30228.0,523.0,-2035.0,-2436.0,-42.0,2020-06-17,10:59:00,0.4,0.0
33334,6225-7952,complete,https://lpl.qq.com/es/stats.shtml?bmid=6225,LPL,2020,Summer,0,2020-06-17 11:53:00,2,10.11,100,Blue,team,,Suning,,Kalista,Nidalee,Ezreal,Galio,Ornn,2034,1,15,10,36,15,10,2.0,0.0,0.0,0.0,0.0,,,,0.4425,0.7375,1.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,0.0,62775,1851.7699,,2177.6401,2141.7404,154,4.5428,55,1.6224,41,286.0,8.4366,63365,41240,1216.5192,,54678.0,0.00771095,,,271,150,47,,17833.0,20528.0,357.0,14489.0,17045.0,296.0,3344.0,3483.0,61.0,28603.0,31210.0,560.0,23400.0,28418.0,483.0,5203.0,2792.0,77.0,2020-06-17,11:53:00,0.6,0.0
33359,6225-7953,complete,https://lpl.qq.com/es/stats.shtml?bmid=6225,LPL,2020,Summer,0,2020-06-17 12:46:00,3,10.11,200,Red,team,,Suning,,Varus,Kalista,Yuumi,Leona,Karma,2261,0,5,22,9,5,22,0.0,0.0,0.0,0.0,1.0,,,,0.1327,0.7165,1.0,4.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,7.0,0.0,1.0,0.0,1.0,66668,1769.1641,,2309.1641,2507.4746,162,4.299,82,2.176,43,342.0,9.0756,60329,35889,952.3839,,60230.0,-0.00661923,,,283,189,19,,15574.0,19435.0,355.0,14757.0,18734.0,331.0,817.0,701.0,24.0,24968.0,31155.0,556.0,23386.0,30235.0,539.0,1582.0,920.0,17.0,2020-06-17,12:46:00,0.6666666666666666,0.5
34006,ESPORTSTMNT01/1415320,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415320?gameHash=e9d7371f6a104141,LCK,2020,Summer,0,2020-06-19 07:32:28,1,10.11,100,Blue,team,,DAMWON Gaming,,Karma,Kalista,Aphelios,Lee Sin,Twisted Fate,1479,1,12,4,35,12,4,1.0,0.0,0.0,0.0,1.0,,,,0.4868,0.6491,0.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,1.0,1.0,2.0,0.0,47274,1917.8093,,2752.5355,2001.5822,82,3.3266,34,1.3793,22,192.0,7.789,47383,30919,1254.3205,,41825.0,0.15218399999999999,,614.0,186,103,17,32.4544,15399.0,18645.0,322.0,14727.0,18541.0,335.0,672.0,104.0,-13.0,27610.0,31001.0,497.0,22266.0,28437.0,496.0,5344.0,2564.0,1.0,2020-06-19,07:32:28,0.75,0.0
34079,ESPORTSTMNT01/1415331,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415331?gameHash=f8de03b304a5e5aa,LCK,2020,Summer,0,2020-06-19 08:49:01,2,10.11,200,Red,team,,DAMWON Gaming,,Varus,Ezreal,Kalista,Renekton,Zoe,1449,1,24,7,36,24,7,0.0,0.0,0.0,0.0,1.0,,,,0.9938,1.2836,0.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,56337,2332.795,,3126.7909,2128.3644,87,3.6025,35,1.4493,27,188.0,7.7847,53430,37272,1543.354,,48478.0,0.24987199999999998,,706.0,179,92,39,36.646,19348.0,18966.0,305.0,16152.0,17276.0,286.0,3196.0,1690.0,19.0,32026.0,33578.0,507.0,23516.0,26797.0,446.0,8510.0,6781.0,61.0,2020-06-19,08:49:01,0.75,0.0
34379,ESPORTSTMNT05/1520117,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1520117?gameHash=d344ee65ddb7238b,LEC,2020,Summer,0,2020-06-19 17:27:39,1,10.12,200,Red,team,,G2 Esports,,Varus,Thresh,Aphelios,Renekton,Ornn,1831,1,12,7,27,12,7,2.0,0.0,0.0,0.0,1.0,,,,0.3932,0.6226,1.0,4.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,59217,1940.4806,,2869.8416,1827.9847,106,3.4735,69,2.2611,39,240.0,7.8646,57790,37736,1236.5702,,50808.0,0.0856929,,920.0,240,149,26,38.012,16138.0,19385.0,361.0,15591.0,18846.0,332.0,547.0,539.0,29.0,25255.0,30930.0,578.0,24244.0,28088.0,504.0,1011.0,2842.0,74.0,2020-06-19,17:27:39,1.0,0.0
34751,6231-7996,complete,https://lpl.qq.com/es/stats.shtml?bmid=6231,LPL,2020,Summer,0,2020-06-20 09:55:00,1,10.12,200,Red,team,,Top Esports,,Varus,Ornn,Yuumi,Wukong,Twisted Fate,2668,1,13,12,30,13,12,1.0,0.0,0.0,0.0,0.0,,,,0.2924,0.5622,1.0,3.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,11.0,3.0,1.0,0.0,4.0,0.0,121744,2737.8711,,2377.6687,3030.6072,145,3.2609,80,1.7991,59,351.0,7.8936,80429,51837,1165.7496,,72400.0,0.00470719,,,338,230,38,,15156.0,18339.0,331.0,17128.0,19184.0,324.0,-1972.0,-845.0,7.0,24899.0,29505.0,521.0,26392.0,29269.0,521.0,-1493.0,236.0,0.0,2020-06-20,09:55:00,0.42857142857142855,0.75
34930,6231-7999,complete,https://lpl.qq.com/es/stats.shtml?bmid=6231,LPL,2020,Summer,0,2020-06-20 12:09:00,2,10.12,100,Blue,team,,Top Esports,,Nidalee,Ornn,Aphelios,LeBlanc,Kassadin,1756,1,22,10,59,22,10,5.0,1.0,0.0,0.0,0.0,,,,0.7517,1.0934,1.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,3.0,1.0,1.0,1.0,0.0,54163,1850.672,,3002.221,2861.0706,102,3.4852,50,1.7084,51,223.0,7.6196,56298,37009,1264.5444,,49965.0,0.0648187,,,180,106,12,,16645.0,18596.0,321.0,15208.0,17958.0,322.0,1437.0,638.0,-1.0,27953.0,29070.0,486.0,25060.0,28820.0,505.0,2893.0,250.0,-19.0,2020-06-20,12:09:00,0.75,0.0
35194,ESPORTSTMNT05/1510201,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1510201?gameHash=777c17100930284e,LEC,2020,Summer,0,2020-06-20 17:02:54,1,10.12,100,Blue,team,,G2 Esports,,Trundle,Thresh,Orianna,Azir,Graves,1802,1,16,9,34,16,9,4.0,0.0,0.0,0.0,0.0,,,,0.5327,0.8324,1.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,1.0,2.0,0.0,51744,1722.8857,,2591.0877,2497.3918,98,3.263,45,1.4983,36,244.0,8.1243,60690,40932,1362.8857,,51925.0,0.11382300000000001,,816.0,282,149,60,36.5594,17152.0,19029.0,342.0,16403.0,17078.0,288.0,749.0,1951.0,54.0,27218.0,29953.0,539.0,25136.0,26957.0,453.0,2082.0,2996.0,86.0,2020-06-20,17:02:54,0.75,0.0
35470,6232-8010,complete,https://lpl.qq.com/es/stats.shtml?bmid=6232,LPL,2020,Summer,0,2020-06-21 09:14:00,1,10.12,100,Blue,team,,Suning,,Kalista,Ornn,Ezreal,Lee Sin,Trundle,1572,1,26,5,55,26,5,2.0,0.0,0.0,0.0,0.0,,,,0.9924,1.1832,0.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,1.0,1.0,1.0,3.0,0.0,58848,2246.1069,,2697.7481,2291.0687,99,3.7786,28,1.0687,29,203.0,7.7481,54417,37005,1412.4046,,45725.0,0.172209,,,170,68,49,,16306.0,18013.0,319.0,15935.0,17899.0,294.0,371.0,114.0,25.0,28304.0,30738.0,477.0,23099.0,26453.0,457.0,5205.0,4285.0,20.0,2020-06-21,09:14:00,0.75,1.0
35543,6232-8011,complete,https://lpl.qq.com/es/stats.shtml?bmid=6232,LPL,2020,Summer,0,2020-06-21 10:05:00,2,10.12,200,Red,team,,Suning,,Varus,Kalista,Ezreal,Wukong,Mordekaiser,1777,1,13,15,38,13,15,2.0,1.0,0.0,0.0,1.0,,,,0.4389,0.9454,1.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,59293,2002.0146,,2992.4367,3406.4603,97,3.2752,33,1.1142,34,189.0,6.3815,50185,30682,1035.9707,,42925.0,-0.100138,,,155,113,6,,14676.0,17146.0,281.0,15049.0,17264.0,318.0,-373.0,-118.0,-37.0,22393.0,27506.0,482.0,24914.0,28291.0,522.0,-2521.0,-785.0,-40.0,2020-06-21,10:05:00,0.6,1.0
35627,ESPORTSTMNT01/1405646,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1405646?gameHash=4008e4ae92036d3d,LCK,2020,Summer,0,2020-06-21 11:12:15,1,10.11,200,Red,team,,DAMWON Gaming,,Varus,Ezreal,Karma,Qiyana,Twisted Fate,1609,1,25,11,42,25,11,3.0,0.0,0.0,0.0,0.0,,,,0.9323,1.3424,1.0,4.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,11.0,1.0,0.0,1.0,3.0,0.0,69064,2575.4133,,2804.7856,1969.9689,99,3.6917,34,1.2679,34,186.0,6.936,56807,39017,1454.9534,,52133.0,0.179519,,708.0,206,107,41,34.0833,15776.0,17632.0,286.0,17274.0,18416.0,265.0,-1498.0,-784.0,21.0,25859.0,29394.0,483.0,24400.0,27521.0,432.0,1459.0,1873.0,51.0,2020-06-21,11:12:15,1.0,1.0
35686,ESPORTSTMNT01/1405650,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1405650?gameHash=324b01436ed24207,LCK,2020,Summer,0,2020-06-21 12:17:08,2,10.11,100,Blue,team,,DAMWON Gaming,,Twisted Fate,Karma,Aphelios,Ornn,LeBlanc,1630,1,18,11,43,18,11,1.0,0.0,0.0,0.0,0.0,,,,0.6626,1.0675,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,2.0,1.0,1.0,3.0,0.0,84913,3125.6319,,2454.5153,1707.0184,120,4.4172,42,1.546,43,233.0,8.5767,54496,36492,1343.2638,,47000.0,-0.0170868,,681.0,174,113,15,31.4724,17661.0,18788.0,326.0,15172.0,17050.0,261.0,2489.0,1738.0,65.0,28098.0,29286.0,512.0,24182.0,28523.0,423.0,3916.0,763.0,89.0,2020-06-21,12:17:08,0.3333333333333333,1.0
36550,6239-8051,complete,https://lpl.qq.com/es/stats.shtml?bmid=6239,LPL,2020,Summer,0,2020-06-24 11:08:00,1,10.11,100,Blue,team,,Top Esports,,LeBlanc,Nidalee,Aphelios,Kassadin,Nautilus,1688,1,14,2,41,14,2,3.0,0.0,0.0,0.0,1.0,,,,0.4976,0.5687,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,1.0,1.0,3.0,0.0,56184,1997.0616,,2530.8768,1961.2322,80,2.8436,43,1.5284,34,206.0,7.3223,55003,36407,1294.0877,,47700.0,0.156176,,,178,116,6,,15148.0,18813.0,360.0,15531.0,19267.0,367.0,-383.0,-454.0,-7.0,24370.0,29539.0,568.0,22567.0,29448.0,547.0,1803.0,91.0,21.0,2020-06-24,11:08:00,0.5,1.0
36574,6239-8055,complete,https://lpl.qq.com/es/stats.shtml?bmid=6239,LPL,2020,Summer,0,2020-06-24 11:53:00,2,10.11,100,Blue,team,,Top Esports,,LeBlanc,Nidalee,Aphelios,Galio,Ornn,1798,1,22,6,58,22,6,2.0,0.0,0.0,0.0,1.0,,,,0.7341,0.9344,0.0,4.0,1.0,4.0,1.0,0.0,0.0,3.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,1.0,2.0,0.0,70331,2346.9744,,2477.6863,2437.208,96,3.2036,54,1.802,33,225.0,7.5083,59454,39736,1326.0067,,53350.0,0.128721,,,259,143,53,,15757.0,18634.0,344.0,14758.0,18290.0,334.0,999.0,344.0,10.0,25615.0,30427.0,545.0,23907.0,28294.0,506.0,1708.0,2133.0,39.0,2020-06-24,11:53:00,0.8,0.0
36899,ESPORTSTMNT02/1383977,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1383977?gameHash=159a85a362223ee1,LCK,2020,Summer,0,2020-06-25 10:40:25,1,10.12,200,Red,team,,DAMWON Gaming,,Varus,Karma,Ezreal,Taric,Nautilus,1768,0,3,13,5,3,13,0.0,0.0,0.0,0.0,0.0,,,,0.1018,0.543,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,1.0,0.0,1.0,47688,1618.371,,2895.5769,1949.8303,111,3.767,49,1.6629,52,193.0,6.5498,49872,30460,1033.7104,,50084.0,0.0677924,,828.0,193,140,12,34.6493,15408.0,19586.0,329.0,15915.0,18990.0,339.0,-507.0,596.0,-10.0,25947.0,30733.0,530.0,26433.0,31891.0,543.0,-486.0,-1158.0,-13.0,2020-06-25,10:40:25,0.0,0.0
