gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
ESPORTSTMNT03/1332642,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1332642?gameHash=8e224411e13e4c3a,LCK,2020,Spring,0,3/4/2020 8:51,2,10.04,10,Red,sup,BeryL,DAMWON Gaming,Yuumi,Aphelios,Sett,Ornn,Nautilus,Rumble,1991,0,1,4,6,11,21,0,0,0,0,1,0,1,0,0.3315,0.9643,,,,,,,,,,,,,,,,,,,,,,,,0,1,8295,249.9749,0.127486,254.7966,148.1165,56,1.6876,13,0.3918,17,87,2.6218,7109,2772,83.5359,0.0859892,9875,,37,35,2,2,0,1.115,2142,2423,12,2976,3144,16,-834,-721,-4,3598,3581,20,4376,4188,27,-778,-607,-7
ESPORTSTMNT03/1332642,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1332642?gameHash=8e224411e13e4c3a,LCK,2020,Spring,0,3/4/2020 8:51,2,10.04,200,Red,team,,DAMWON Gaming,,Aphelios,Sett,Ornn,Nautilus,Rumble,1991,0,11,21,19,11,21,0,0,0,0,1,,,,0.3315,0.9643,0,0,5,0,4,0,0,0,0,,0,1,0,0,2,0,0,2,0,2,10,0,0,0,2,65066,1960.8036,,2717.6896,2261.2858,131,3.9478,50,1.5068,52,250,7.5339,53920,32234,971.3913,,54668,-0.131855,,852,158,112,8,30.437,15251,17621,310,17702,20453,342,-2451,-2832,-32,23816,27688,459,29036,32031,543,-5220,-4343,-84
ESPORTSTMNT01/1325005,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325005?gameHash=a08c487ed7a8f9d8,LCK,2020,Spring,0,3/25/2020 7:48,1,10.05,6,Red,top,Nuguri,DAMWON Gaming,Ornn,Aphelios,Senna,Olaf,Azir,LeBlanc,1689,0,2,4,1,4,17,1,0,0,0,0,0,0,0,0.1421,0.746,,,,,,,,,,,,,,,,,,,,,,,,0,0,9542,338.9698,0.299047,704.6892,883.1616,10,0.3552,3,0.1066,4,30,1.0657,10264,6543,232.4334,0.226011,10300,,220,212,8,4,0,7.8153,3858,4656,82,3534,4543,78,324,113,4,5886,6615,128,4915,6307,105,971,308,23
ESPORTSTMNT01/1325005,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325005?gameHash=a08c487ed7a8f9d8,LCK,2020,Spring,0,3/25/2020 7:48,1,10.05,7,Red,jng,Canyon,DAMWON Gaming,Elise,Aphelios,Senna,Olaf,Azir,LeBlanc,1689,0,0,4,3,4,17,0,0,0,0,1,0,1,0,0.1421,0.746,,,,,,,,,,,,,,,,,,,,,,,,0,0,6434,228.5613,0.201642,563.9432,238.5435,25,0.8881,12,0.4263,13,53,1.8828,8861,5140,182.5933,0.177547,8675,,165,19,146,94,19,5.8615,2861,3122,49,3952,3897,66,-1091,-775,-17,4954,5533,92,5262,5278,97,-308,255,-5
ESPORTSTMNT01/1325005,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325005?gameHash=a08c487ed7a8f9d8,LCK,2020,Spring,0,3/25/2020 7:48,1,10.05,8,Red,mid,ShowMaker,DAMWON Gaming,Pantheon,Aphelios,Senna,Olaf,Azir,LeBlanc,1689,0,2,2,2,4,17,0,0,0,0,1,1,0,0,0.1421,0.746,,,,,,,,,,,,,,,,,,,,,,,,0,0,7143,253.7478,0.223862,402.0959,248.6323,17,0.6039,9,0.3197,10,47,1.6696,10597,6876,244.2629,0.237514,10225,,229,219,10,5,1,8.135,3773,4555,88,3726,4622,72,47,-67,16,5473,6919,130,5302,7453,120,171,-534,10
ESPORTSTMNT01/1325005,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325005?gameHash=a08c487ed7a8f9d8,LCK,2020,Spring,0,3/25/2020 7:48,1,10.05,9,Red,bot,Nuclear,DAMWON Gaming,Kai'Sa,Aphelios,Senna,Olaf,Azir,LeBlanc,1689,0,0,2,2,4,17,0,0,0,0,1,0,1,0,0.1421,0.746,,,,,,,,,,,,,,,,,,,,,,,,0,1,6351,225.6128,0.199041,337.5844,169.7691,20,0.7105,8,0.2842,1,37,1.3144,11369,7648,271.6874,0.264181,11675,,251,238,13,10,3,8.9165,2562,2117,50,4566,3181,84,-2004,-1064,-34,5172,4249,106,7300,5635,156,-2128,-1386,-50
ESPORTSTMNT01/1325005,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325005?gameHash=a08c487ed7a8f9d8,LCK,2020,Spring,0,3/25/2020 7:48,1,10.05,10,Red,sup,BeryL,DAMWON Gaming,Galio,Aphelios,Senna,Olaf,Azir,LeBlanc,1689,0,0,5,3,4,17,0,0,0,0,1,0,1,0,0.1421,0.746,,,,,,,,,,,,,,,,,,,,,,,,0,0,2438,86.6075,0.0764072,623.8011,861.5986,41,1.4565,7,0.2487,19,61,2.167,6464,2743,97.4423,0.0947467,5625,,43,43,0,0,0,1.5275,1986,1944,9,2902,2877,16,-916,-933,-7,3472,3773,21,4555,4497,26,-1083,-724,-5
ESPORTSTMNT01/1325005,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325005?gameHash=a08c487ed7a8f9d8,LCK,2020,Spring,0,3/25/2020 7:48,1,10.05,200,Red,team,,DAMWON Gaming,,Aphelios,Senna,Olaf,Azir,LeBlanc,1689,0,4,17,11,4,17,1,0,0,0,1,,,,0.1421,0.746,0,0,4,0,4,0,0,0,0,,0,0,1,2,0,1,1,0,0,5,8,0,0,0,1,31908,1133.4991,,2632.1137,2401.7052,113,4.0142,39,1.3854,47,228,8.0995,47555,28949,1028.3837,,46500,-0.0235894,,731,177,113,23,32.2558,15040,16394,278,18680,19120,316,-3640,-2726,-38,24957,27089,477,27334,29170,504,-2377,-2081,-27
ESPORTSTMNT01/1325012,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325012?gameHash=33b5ee934564f54a,LCK,2020,Spring,0,3/25/2020 8:47,2,10.05,1,Blue,top,Nuguri,DAMWON Gaming,Sett,Elise,Zoe,Olaf,Azir,LeBlanc,2071,1,2,3,7,12,9,0,0,0,0,1,1,0,0,0.3477,0.6084,,,,,,,,,,,,,,,,,,,,,,,,1,0,16079,465.8329,0.267858,1080.7822,1496.0888,7,0.2028,9,0.2607,3,27,0.7822,15616,11116,322.0473,0.258713,14125,,303,290,13,7,1,8.7784,3768,4481,78,2887,4433,74,881,48,4,6168,7238,130,4624,7268,128,1544,-30,2
ESPORTSTMNT01/1325012,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325012?gameHash=33b5ee934564f54a,LCK,2020,Spring,0,3/25/2020 8:47,2,10.05,2,Blue,jng,Canyon,DAMWON Gaming,Sejuani,Elise,Zoe,Olaf,Azir,LeBlanc,2071,1,0,2,9,12,9,0,0,0,0,1,0,1,0,0.3477,0.6084,,,,,,,,,,,,,,,,,,,,,,,,1,0,6170,178.7542,0.102785,878.7639,900.3477,38,1.1009,15,0.4346,16,84,2.4336,11190,6690,193.8194,0.155699,9950,,184,32,152,62,28,5.3308,3168,3257,61,2690,2578,48,478,679,13,4781,5246,89,3934,4145,72,847,1101,17
ESPORTSTMNT01/1325012,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325012?gameHash=33b5ee934564f54a,LCK,2020,Spring,0,3/25/2020 8:47,2,10.05,3,Blue,mid,ShowMaker,DAMWON Gaming,Ornn,Elise,Zoe,Olaf,Azir,LeBlanc,2071,1,6,1,4,12,9,2,1,0,0,0,0,0,0,0.3477,0.6084,,,,,,,,,,,,,,,,,,,,,,,,0,0,12818,371.3568,0.213534,809.3771,1223.7566,24,0.6953,3,0.0869,11,58,1.6803,14035,9535,276.2434,0.221916,12875,,273,253,20,16,0,7.9092,3486,4871,99,3253,4607,87,233,264,12,5092,7560,144,4979,7483,140,113,77,4
ESPORTSTMNT01/1325012,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325012?gameHash=33b5ee934564f54a,LCK,2020,Spring,0,3/25/2020 8:47,2,10.05,4,Blue,bot,Nuclear,DAMWON Gaming,Senna,Elise,Zoe,Olaf,Azir,LeBlanc,2071,1,1,1,9,12,9,0,0,0,0,0,0,0,0,0.3477,0.6084,,,,,,,,,,,,,,,,,,,,,,,,2,0,12541,363.3317,0.208919,240.5794,102.2405,36,1.043,37,1.0719,8,115,3.3317,10690,6190,179.3337,0.144061,8600,,97,69,28,18,4,2.8102,2153,3045,6,3125,3387,84,-972,-342,-78,3490,4813,17,5177,5618,137,-1687,-805,-120
ESPORTSTMNT01/1325012,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325012?gameHash=33b5ee934564f54a,LCK,2020,Spring,0,3/25/2020 8:47,2,10.05,5,Blue,sup,BeryL,DAMWON Gaming,Rumble,Elise,Zoe,Olaf,Azir,LeBlanc,2071,1,3,2,6,12,9,0,0,0,0,0,0,0,0,0.3477,0.6084,,,,,,,,,,,,,,,,,,,,,,,,0,0,12420,359.8262,0.206903,504.0174,412.9889,8,0.2318,2,0.0579,9,20,0.5794,13936,9436,273.3752,0.219611,12150,,292,274,18,15,0,8.4597,3076,3289,76,1937,2516,6,1139,773,70,4913,5091,126,2918,4250,10,1995,841,116
ESPORTSTMNT01/1325012,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325012?gameHash=33b5ee934564f54a,LCK,2020,Spring,0,3/25/2020 8:47,2,10.05,100,Blue,team,,DAMWON Gaming,,Elise,Zoe,Olaf,Azir,LeBlanc,2071,1,12,9,35,12,9,2,1,0,0,1,,,,0.3477,0.6084,1,5,0,4,0,1,1,0,2,,1,0,1,2,0,1,1,0,1,11,1,1,1,4,0,60028,1739.1019,,3513.52,4135.4225,113,3.2738,66,1.9121,47,304,8.8073,65467,42965,1244.761,,57700,0.0583252,,918,231,118,33,33.2883,15651,18943,320,13892,17521,299,1759,1422,21,24444,29948,506,21632,28764,487,2812,1184,19
ESPORTSTMNT01/1325025,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325025?gameHash=4f05fd4d2cbd6fbe,LCK,2020,Spring,0,3/25/2020 9:43,3,10.05,6,Red,top,Nuguri,DAMWON Gaming,Akali,Aphelios,Senna,Elise,Azir,Kennen,1594,0,0,2,0,3,12,0,0,0,0,0,0,0,1,0.1129,0.5646,,,,,,,,,,,,,,,,,,,,,,,,0,0,8121,305.6838,0.268943,621.9072,455.0816,8,0.3011,4,0.1506,2,17,0.6399,8355,4828,181.7315,0.219088,8200,,194,190,4,4,0,7.3024,3262,4851,90,3606,5395,82,-344,-544,8,4674,6095,110,5663,7370,105,-989,-1275,5
ESPORTSTMNT01/1325025,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325025?gameHash=4f05fd4d2cbd6fbe,LCK,2020,Spring,0,3/25/2020 9:43,3,10.05,7,Red,jng,Canyon,DAMWON Gaming,Trundle,Aphelios,Senna,Elise,Azir,Kennen,1594,0,1,3,2,3,12,0,0,0,0,0,0,0,0,0.1129,0.5646,,,,,,,,,,,,,,,,,,,,,,,,0,0,4288,161.4053,0.142006,891.4931,551.8193,12,0.4517,11,0.4141,13,37,1.3927,7916,4389,165.207,0.199165,7425,,152,36,116,88,0,5.7215,3002,3242,63,3425,3737,78,-423,-495,-15,4650,4660,87,5086,5369,105,-436,-709,-18
ESPORTSTMNT01/1325025,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325025?gameHash=4f05fd4d2cbd6fbe,LCK,2020,Spring,0,3/25/2020 9:43,3,10.05,8,Red,mid,ShowMaker,DAMWON Gaming,Ornn,Aphelios,Senna,Elise,Azir,Kennen,1594,0,1,2,1,3,12,0,0,0,0,0,0,0,0,0.1129,0.5646,,,,,,,,,,,,,,,,,,,,,,,,0,1,7625,287.0138,0.252517,685.0314,748.1179,13,0.4893,5,0.1882,5,28,1.054,8047,4520,170.138,0.20511,7725,,187,177,10,10,0,7.0389,3591,5160,103,3331,5108,94,260,52,9,5452,6891,137,5671,7974,136,-219,-1083,1
ESPORTSTMNT01/1325025,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325025?gameHash=4f05fd4d2cbd6fbe,LCK,2020,Spring,0,3/25/2020 9:43,3,10.05,9,Red,bot,Nuclear,DAMWON Gaming,Kai'Sa,Aphelios,Senna,Elise,Azir,Kennen,1594,0,1,2,2,3,12,0,0,0,0,0,0,0,0,0.1129,0.5646,,,,,,,,,,,,,,,,,,,,,,,,0,1,6958,261.9072,0.230428,385.6336,201.7189,9,0.3388,3,0.1129,3,16,0.6023,9851,6324,238.0427,0.286979,8025,,233,218,15,15,0,8.7704,3140,3279,81,3513,3173,99,-373,106,-18,4686,4915,113,6242,5849,142,-1556,-934,-29
ESPORTSTMNT01/1325025,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325025?gameHash=4f05fd4d2cbd6fbe,LCK,2020,Spring,0,3/25/2020 9:43,3,10.05,10,Red,sup,BeryL,DAMWON Gaming,Rakan,Aphelios,Senna,Elise,Azir,Kennen,1594,0,0,3,3,3,12,0,0,0,0,0,0,0,0,0.1129,0.5646,,,,,,,,,,,,,,,,,,,,,,,,0,0,3204,120.6023,0.106107,450.7152,477.1016,42,1.5809,7,0.2635,13,56,2.1079,5503,1976,74.3789,0.0896584,5325,,35,35,0,0,0,1.3174,2066,2584,15,2004,2870,11,62,-286,4,3259,3945,20,3577,4581,16,-318,-636,4
ESPORTSTMNT01/1325025,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325025?gameHash=4f05fd4d2cbd6fbe,LCK,2020,Spring,0,3/25/2020 9:43,3,10.05,200,Red,team,,DAMWON Gaming,,Aphelios,Senna,Elise,Azir,Kennen,1594,0,3,12,8,3,12,0,0,0,0,0,,,,0.1129,0.5646,0,0,4,0,4,0,0,0,0,,0,0,0,1,1,0,0,1,0,2,11,0,0,0,2,30196,1136.6123,,3034.7804,2433.8394,84,3.1619,30,1.1292,36,154,5.7967,39672,22035,829.4228,,36700,-0.221145,,656,145,117,0,30.1506,15061,19116,352,15879,20283,364,-818,-1167,-12,22721,26506,467,26239,31143,504,-3518,-4637,-37
ESPORTSTMNT01/1325229,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325229?gameHash=294ac2dedf218184,LCK,2020,Spring,0,3/26/2020 11:35,1,10.05,6,Red,top,Nuguri,DAMWON Gaming,Kalista,Aphelios,Senna,Taric,Varus,Morgana,1681,0,0,4,3,3,16,0,0,0,0,0,0,0,0,0.1071,0.6782,,,,,,,,,,,,,,,,,,,,,,,,0,0,11988,427.8882,0.324061,499.4527,254.42,14,0.4997,9,0.3212,5,34,1.2136,13109,9404,335.6573,0.311677,11925,,303,261,42,15,16,10.815,3347,4225,77,3443,4359,57,-96,-134,20,6733,6859,137,4916,7146,103,1817,-287,34
ESPORTSTMNT01/1325229,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325229?gameHash=294ac2dedf218184,LCK,2020,Spring,0,3/26/2020 11:35,1,10.05,7,Red,jng,Canyon,DAMWON Gaming,Elise,Aphelios,Senna,Taric,Varus,Morgana,1681,0,0,5,2,3,16,0,0,0,0,0,0,0,1,0.1071,0.6782,,,,,,,,,,,,,,,,,,,,,,,,0,1,5618,200.5235,0.151867,670.5294,349.649,21,0.7496,11,0.3926,8,59,2.1059,8279,4574,163.26,0.151599,7685,,159,13,146,106,0,5.6752,2954,3071,60,4809,4271,57,-1855,-1200,3,4643,5364,100,6207,6191,91,-1564,-827,9
ESPORTSTMNT01/1325229,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325229?gameHash=294ac2dedf218184,LCK,2020,Spring,0,3/26/2020 11:35,1,10.05,8,Red,mid,ShowMaker,DAMWON Gaming,Pantheon,Aphelios,Senna,Taric,Varus,Morgana,1681,0,1,4,0,3,16,0,0,0,0,0,0,0,0,0.1071,0.6782,,,,,,,,,,,,,,,,,,,,,,,,0,0,5036,179.7501,0.136134,652.79,312.671,10,0.3569,3,0.1071,4,24,0.8566,9005,5300,189.1731,0.17566,8100,,186,183,3,0,1,6.6389,3242,4070,68,4293,4757,89,-1051,-687,-21,4977,6806,119,6522,7837,156,-1545,-1031,-37
ESPORTSTMNT01/1325229,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325229?gameHash=294ac2dedf218184,LCK,2020,Spring,0,3/26/2020 11:35,1,10.05,9,Red,bot,Ghost,DAMWON Gaming,Miss Fortune,Aphelios,Senna,Taric,Varus,Morgana,1681,0,2,2,0,3,16,0,0,0,0,0,0,0,0,0.1071,0.6782,,,,,,,,,,,,,,,,,,,,,,,,0,1,9871,352.326,0.266834,326.4842,318.7032,14,0.4997,7,0.2499,6,33,1.1779,12229,8524,304.2475,0.282511,11950,,299,281,18,14,0,10.6722,3310,3010,85,3340,3365,92,-30,-355,-7,5370,5743,151,5205,5642,151,165,101,0
ESPORTSTMNT01/1325229,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325229?gameHash=294ac2dedf218184,LCK,2020,Spring,0,3/26/2020 11:35,1,10.05,10,Red,sup,Hoit,DAMWON Gaming,Janna,Aphelios,Senna,Taric,Varus,Morgana,1681,0,0,1,2,3,16,0,0,0,0,0,0,0,0,0.1071,0.6782,,,,,,,,,,,,,,,,,,,,,,,,0,0,4480,159.9048,0.121104,168.0785,105.2231,41,1.4634,12,0.4283,14,73,2.6056,6075,2370,84.5925,0.0785529,5850,,16,16,0,0,0,0.5711,2054,2657,5,2072,2748,11,-18,-91,-6,2898,3710,6,3165,4148,17,-267,-438,-11
ESPORTSTMNT01/1325229,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325229?gameHash=294ac2dedf218184,LCK,2020,Spring,0,3/26/2020 11:35,1,10.05,200,Red,team,,DAMWON Gaming,,Aphelios,Senna,Taric,Varus,Morgana,1681,0,3,16,7,3,16,0,0,0,0,0,,,,0.1071,0.6782,1,2,2,2,2,0,1,1,0,,0,0,1,1,0,0,1,1,1,4,10,0,1,0,2,36993,1320.3926,,2317.3349,1340.6663,100,3.5693,42,1.4991,37,223,7.9595,48697,30173,1076.9661,,45510,-0.0578257,,754,209,135,17,34.3724,14907,17033,295,17957,19500,306,-3050,-2467,-11,24621,28482,513,26015,30964,518,-1394,-2482,-5
ESPORTSTMNT01/1325250,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325250?gameHash=d3a2d51d6ffd6ac4,LCK,2020,Spring,0,3/26/2020 13:06,2,10.05,1,Blue,top,Nuguri,DAMWON Gaming,Jayce,Elise,Ezreal,Ornn,Nautilus,Azir,2106,0,2,3,6,11,9,0,0,0,0,0,0,0,0,0.3134,0.5698,,,,,,,,,,,,,,,,,,,,,,,,1,0,31008,883.4188,0.416892,389.4302,332.8775,14,0.3989,13,0.3704,2,46,1.3105,14084,9512,270.9972,0.264905,13200,,298,271,27,8,7,8.49,3664,4832,91,3003,4518,65,661,314,26,6211,7254,143,4638,7206,113,1573,48,30
ESPORTSTMNT01/1325250,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325250?gameHash=d3a2d51d6ffd6ac4,LCK,2020,Spring,0,3/26/2020 13:06,2,10.05,2,Blue,jng,Canyon,DAMWON Gaming,Sylas,Elise,Ezreal,Ornn,Nautilus,Azir,2106,0,5,1,2,11,9,1,0,0,0,0,0,0,0,0.3134,0.5698,,,,,,,,,,,,,,,,,,,,,,,,0,0,13636,388.49,0.183331,905.9829,678.4615,14,0.3989,16,0.4558,15,55,1.567,11417,6845,195.0142,0.190632,10925,,168,32,136,79,26,4.7863,3009,3167,61,2896,2612,44,113,555,17,4538,4665,88,4481,4652,75,57,13,13
ESPORTSTMNT01/1325250,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325250?gameHash=d3a2d51d6ffd6ac4,LCK,2020,Spring,0,3/26/2020 13:06,2,10.05,3,Blue,mid,ShowMaker,DAMWON Gaming,Zoe,Elise,Ezreal,Ornn,Nautilus,Azir,2106,0,2,2,5,11,9,0,0,0,0,0,0,0,0,0.3134,0.5698,,,,,,,,,,,,,,,,,,,,,,,,0,0,15065,429.2023,0.202544,361.8519,235.2422,20,0.5698,15,0.4274,9,56,1.5954,11489,6917,197.0655,0.192637,11475,,242,227,15,8,3,6.8946,3173,4793,84,3486,5139,98,-313,-346,-14,4883,7300,126,5369,7838,147,-486,-538,-21
ESPORTSTMNT01/1325250,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325250?gameHash=d3a2d51d6ffd6ac4,LCK,2020,Spring,0,3/26/2020 13:06,2,10.05,4,Blue,bot,Nuclear,DAMWON Gaming,Kalista,Elise,Ezreal,Ornn,Nautilus,Azir,2106,0,2,2,6,11,9,0,0,0,0,0,0,0,1,0.3134,0.5698,,,,,,,,,,,,,,,,,,,,,,,,0,1,11085,315.812,0.149034,240.1994,529.5157,14,0.3989,6,0.1709,4,30,0.8547,13961,9389,267.4929,0.26148,14250,,332,277,55,40,6,9.4587,2935,2796,76,3984,3377,94,-1049,-581,-18,4784,4960,127,6413,6046,156,-1629,-1086,-29
ESPORTSTMNT01/1325250,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325250?gameHash=d3a2d51d6ffd6ac4,LCK,2020,Spring,0,3/26/2020 13:06,2,10.05,5,Blue,sup,BeryL,DAMWON Gaming,Taric,Elise,Ezreal,Ornn,Nautilus,Azir,2106,0,0,1,9,11,9,0,0,0,0,0,0,0,0,0.3134,0.5698,,,,,,,,,,,,,,,,,,,,,,,,0,0,3585,102.1368,0.0481991,348.7749,378.1197,61,1.7379,19,0.5413,21,104,2.963,7816,3244,92.4217,0.0903469,7475,,52,52,0,0,0,1.4815,2074,2706,18,2336,2442,14,-262,264,4,3202,3845,27,3355,3624,20,-153,221,7
ESPORTSTMNT01/1325250,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325250?gameHash=d3a2d51d6ffd6ac4,LCK,2020,Spring,0,3/26/2020 13:06,2,10.05,100,Blue,team,,DAMWON Gaming,,Elise,Ezreal,Ornn,Nautilus,Azir,2106,0,11,9,28,11,9,1,0,0,0,0,,,,0.3134,0.5698,0,4,2,4,2,0,4,0,0,,0,0,1,2,0,0,0,2,1,8,7,1,1,1,1,74379,2119.0598,,2246.2393,2154.2165,123,3.5043,69,1.9658,51,291,8.2906,58767,35908,1023.0199,,57325,0.099913,,859,233,135,42,31.1111,14855,18294,330,15705,18088,315,-850,206,15,23618,28024,511,24256,29366,511,-638,-1342,0
ESPORTSTMNT01/1325596,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325596?gameHash=b92f4a4cf48c5bd2,LCK,2020,Spring,0,3/28/2020 5:31,1,10.05,1,Blue,top,Nuguri,DAMWON Gaming,Akali,Elise,Varus,Ornn,Ezreal,Xayah,3276,1,7,9,8,30,21,1,1,0,0,1,0,1,0,0.5495,0.9341,,,,,,,,,,,,,,,,,,,,,,,,1,0,48139,881.6667,0.26729,1014.5421,652.5641,12,0.2198,18,0.3297,4,61,1.1172,21554,14595,267.3077,0.203298,19100,,403,374,29,16,9,7.381,3514,4875,80,3415,4996,79,99,-121,1,5708,7870,132,5447,7559,126,261,311,6
ESPORTSTMNT01/1325596,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325596?gameHash=b92f4a4cf48c5bd2,LCK,2020,Spring,0,3/28/2020 5:31,1,10.05,2,Blue,jng,Canyon,DAMWON Gaming,Sylas,Elise,Varus,Ornn,Ezreal,Xayah,3276,1,9,1,14,30,21,0,0,0,0,1,1,0,0,0.5495,0.9341,,,,,,,,,,,,,,,,,,,,,,,,0,1,46636,854.1392,0.258945,1370.8791,1379.8901,15,0.2747,14,0.2564,14,61,1.1172,20541,13582,248.7546,0.189188,19850,,306,91,215,139,15,5.6044,3123,2658,48,3288,3604,62,-165,-946,-14,5068,5006,84,4851,5311,91,217,-305,-7
ESPORTSTMNT01/1325596,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325596?gameHash=b92f4a4cf48c5bd2,LCK,2020,Spring,0,3/28/2020 5:31,1,10.05,3,Blue,mid,ShowMaker,DAMWON Gaming,Renekton,Elise,Varus,Ornn,Ezreal,Xayah,3276,1,7,2,14,30,21,1,1,0,0,0,0,0,0,0.5495,0.9341,,,,,,,,,,,,,,,,,,,,,,,,0,0,28156,515.6777,0.156335,1065.7875,1668.8095,24,0.4396,8,0.1465,4,136,2.4908,23430,16471,301.6667,0.229429,24650,,405,365,40,9,7,7.4176,3150,4530,84,3061,4231,81,89,299,3,5346,7786,127,4553,6310,121,793,1476,6
ESPORTSTMNT01/1325596,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325596?gameHash=b92f4a4cf48c5bd2,LCK,2020,Spring,0,3/28/2020 5:31,1,10.05,4,Blue,bot,Ghost,DAMWON Gaming,Kalista,Elise,Varus,Ornn,Ezreal,Xayah,3276,1,7,4,10,30,21,1,0,0,0,0,0,0,0,0.5495,0.9341,,,,,,,,,,,,,,,,,,,,,,,,3,0,48070,880.4029,0.266907,416.1355,1099.6886,27,0.4945,25,0.4579,9,89,1.63,27541,20582,376.9597,0.286691,19775,,589,488,101,52,29,10.7875,3372,3424,93,3466,3174,98,-94,250,-5,5203,5581,146,5354,5264,151,-151,317,-5
ESPORTSTMNT01/1325596,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325596?gameHash=b92f4a4cf48c5bd2,LCK,2020,Spring,0,3/28/2020 5:31,1,10.05,5,Blue,sup,BeryL,DAMWON Gaming,Taric,Elise,Varus,Ornn,Ezreal,Xayah,3276,1,0,5,24,30,21,0,0,0,0,1,0,1,0,0.5495,0.9341,,,,,,,,,,,,,,,,,,,,,,,,0,0,9099,166.6484,0.0505219,675.9341,780.2381,90,1.6484,20,0.3663,22,140,2.5641,13520,6561,120.1648,0.091393,11450,,53,49,4,0,0,0.9707,2170,2516,14,2115,2814,14,55,-298,0,3444,4451,22,3118,4544,21,326,-93,1
